0.168989,0.823525
0.774616,0.660771
0.519544,0.379657
0.184931,0.239854
0.281428,0.649226
0.217978,0.838080
0.539055,0.440631
0.411357,0.452903
0.613767,0.876680
0.173344,0.057248
0.799299,0.131105
0.918232,0.081754
0.258502,0.744639
0.076312,0.376730
0.944087,0.301414
0.720716,0.654077
0.812843,0.869319
0.124996,0.257913
0.464333,0.890474
0.408371,0.423344
0.101780,0.678927
0.611519,0.194229
0.013078,0.120953
0.074741,0.217093
0.689647,0.722694
0.118195,0.988908
0.185797,0.362784
0.705560,0.309498
0.123718,0.844326
0.931700,0.075198
0.646440,0.487533
0.378269,0.657055
0.858172,0.693832
0.402611,0.645180
0.010616,0.731051
0.336468,0.362619
0.027246,0.502607
0.021116,0.207957
0.957303,0.852252
0.552556,0.713565
0.414308,0.100414
0.830758,0.749927
0.081278,0.768729
0.454075,0.599196
0.784824,0.731642
0.254819,0.667883
0.932682,0.008812
0.295461,0.201423
0.916531,0.759926
0.366466,0.517800
0.489471,0.983435
0.955798,0.706949
0.195593,0.458652
0.865104,0.949463
0.467085,0.394536
0.942588,0.760403
0.465509,0.866106
0.383501,0.945430
0.609659,0.850591
0.460402,0.877925
0.341771,0.884592
0.067068,0.375300
0.973233,0.046316
0.792320,0.916057
0.701116,0.485741
0.264970,0.357711
0.100297,0.706410
0.013102,0.537532
0.629542,0.979806
0.097637,0.275022
0.809159,0.395233
0.261236,0.238186
0.092629,0.991654
0.286566,0.213767
0.676031,0.250942
0.365242,0.641724
0.645115,0.068062
0.564103,0.516067
0.034218,0.519082
0.405442,0.498441
0.767006,0.986540
0.220985,0.236206
0.463671,0.944715
0.036824,0.481074
0.289083,0.392052
0.583788,0.863588
0.089701,0.713864
0.001137,0.723788
0.079914,0.559415
0.469100,0.169600
0.324372,0.075271
0.575974,0.977814
0.765488,0.949732
0.453874,0.144656
0.450069,0.189939
0.118929,0.382417
0.101017,0.614845
0.882961,0.539322
0.327758,0.570688
0.264982,0.825457
0.421134,0.568031
0.358018,0.580668
0.833047,0.546433
0.318781,0.266160
0.810767,0.953502
0.023027,0.963821
0.108138,0.160570
0.426634,0.567279
0.849865,0.411441
0.574736,0.539752
0.655411,0.462275
0.248485,0.217782
0.503719,0.794628
0.390731,0.487899
0.006428,0.574550
0.768813,0.696447
0.640328,0.084927
0.480504,0.526323
0.190668,0.827455
0.881163,0.328941
0.369285,0.188420
0.159708,0.598237
0.660557,0.430643
0.396929,0.791724
0.027328,0.524408
0.214858,0.744740
0.735584,0.843381
0.979113,0.348007
0.918964,0.739658
0.132911,0.251453
0.995690,0.430311
0.992592,0.109529
0.915074,0.289444
0.960766,0.250213
0.871855,0.231651
0.399703,0.299554
0.105047,0.685534
0.473171,0.324770
0.322889,0.719232
0.197724,0.703672
0.196688,0.858239
0.157323,0.530138
0.350374,0.221036
0.100494,0.676572
0.693241,0.503105
0.740434,0.455210
0.777361,0.788235
0.603298,0.618472
0.338231,0.370976
0.234245,0.638638
0.335603,0.454056
0.317585,0.678343
0.670078,0.562625
0.915386,0.377386
0.216343,0.668360
0.597721,0.328117
0.428132,0.741039
0.706265,0.104790
0.156137,0.579765
0.263345,0.166928
0.919023,0.740941
0.151651,0.554709
0.754843,0.597029
0.856068,0.305937
0.335517,0.502403
0.146898,0.245589
0.030595,0.915404
0.827837,0.965836
0.500121,0.149756
0.114043,0.369970
0.233375,0.569317
0.968204,0.788913
0.714818,0.663323
0.740272,0.876993
0.902337,0.084775
0.207375,0.648447
0.970322,0.256863
0.575827,0.852805
0.998858,0.259148
0.513874,0.606537
0.570015,0.633049
0.542821,0.143308
0.671291,0.809215
0.961897,0.762905
0.448072,0.651763
0.100487,0.508453
0.519107,0.444801
0.249238,0.482270
0.186205,0.313782
0.672513,0.518207
0.432246,0.931392
0.304177,0.066865
0.639609,0.315561
0.084929,0.687829
0.821562,0.218745
0.560091,0.289422
0.390299,0.758729
0.646483,0.925455
0.910710,0.548778
0.674853,0.993499
0.219572,0.075661
0.727964,0.251414
0.818661,0.177436
0.368498,0.449453
0.202221,0.103391
0.445513,0.946651
0.663852,0.551289
0.045748,0.158683
0.913754,0.746280
0.007270,0.570803
0.485006,0.810228
0.035078,0.626998
0.838349,0.181712
0.267863,0.793921
0.584887,0.694388
0.922669,0.357210
0.340432,0.077234
0.918344,0.721882
0.463614,0.730377
0.151984,0.902957
0.220396,0.431216
0.366099,0.370940
0.732163,0.748029
0.976977,0.556209
0.672166,0.348232
0.289384,0.403184
0.132221,0.228137
0.192299,0.685117
0.011966,0.394766
0.866777,0.255187
0.108706,0.073799
0.433099,0.416738
0.531764,0.748587
0.934295,0.801359
0.115167,0.458657
0.235320,0.195358
0.446567,0.559283
0.655953,0.729066
0.494697,0.456651
0.234434,0.556482
0.449464,0.502955
0.796130,0.649213
0.520579,0.632308
0.504983,0.923244
0.880455,0.265811
0.311720,0.302085
0.550801,0.837565
0.537279,0.688162
0.286176,0.366129
0.582700,0.129591
0.434142,0.310403
0.857995,0.378249
0.174469,0.188415
0.519587,0.174982
0.980791,0.414280
0.426742,0.924285
0.247003,0.761196
0.511903,0.453240
0.313755,0.597462
0.426993,0.340696
0.447544,0.796053
0.471436,0.661736
0.368540,0.440288
0.765232,0.321736
0.038078,0.650828
0.307220,0.521599
0.011889,0.504891
0.023408,0.334769
0.610440,0.081201
0.082664,0.860151
0.948031,0.067173
0.340438,0.452590
0.444064,0.737002
0.415055,0.841203
0.582061,0.403731
0.993732,0.895330
0.512237,0.936633
0.703860,0.768329
0.016455,0.400202
0.447484,0.629790
0.980481,0.586962
0.524534,0.882141
0.580721,0.768956
0.201295,0.270071
0.651087,0.466648
0.467631,0.244460
0.021551,0.034177
0.300858,0.516196
0.523187,0.553511
0.244181,0.770266
0.831703,0.042735
0.456495,0.281095
0.105919,0.655700
0.386898,0.542202
0.427309,0.234100
0.295391,0.180563
0.566405,0.649132
0.546320,0.783930
0.934597,0.603350
0.658727,0.377278
0.147444,0.065243
0.777310,0.595712
0.401846,0.070334
0.674357,0.786339
0.100654,0.526827
0.035906,0.333871
0.792728,0.848853
0.226724,0.899886
0.332512,0.851028
0.743322,0.890802
0.163237,0.903037
0.674159,0.650450
0.882527,0.365823
0.064427,0.005986
0.864585,0.743765
0.520699,0.652163
0.404324,0.946769
0.004529,0.724014
0.431360,0.138606
0.382833,0.957673
0.104350,0.687933
0.572821,0.047032
0.879905,0.434927
0.308513,0.895889
0.596444,0.600005
0.112528,0.424565
0.655191,0.881911
0.009628,0.483559
0.928635,0.807517
0.825276,0.628739
0.481080,0.792235
0.120102,0.501631
0.286825,0.662065
0.960740,0.147884
0.302906,0.116061
0.017340,0.305062
0.392894,0.239649
0.018289,0.119178
0.215151,0.298092
0.403690,0.468105
0.264517,0.357308
0.821222,0.279883
0.365752,0.760464
0.262386,0.517648
0.586309,0.714684
0.953188,0.571550
0.454672,0.925320
0.567676,0.030330
0.375191,0.328705
0.349749,0.993990
0.270432,0.675149
0.451727,0.636917
0.182911,0.372084
0.635206,0.833348
0.250080,0.577753
0.993400,0.334511
0.756909,0.024450
0.160676,0.673420
0.042834,0.315860
0.559644,0.691980
0.786382,0.797945
0.780874,0.555567
0.527108,0.074652
0.929901,0.341937
0.601668,0.109415
0.697268,0.274988
0.001205,0.674445
0.067324,0.995823
0.160877,0.996313
0.416099,0.245947
0.523882,0.014905
0.006259,0.391448
0.712342,0.946179
0.454227,0.338064
0.610939,0.455560
0.544262,0.476197
0.223569,0.207739
0.381618,0.750980
0.761920,0.633204
0.852865,0.323053
0.943652,0.962167
0.596302,0.356589
0.281187,0.557108
0.138029,0.940244
0.534537,0.619028
0.971963,0.027685
0.400764,0.851235
0.315455,0.899271
0.942263,0.844408
0.182702,0.331167
0.265078,0.327202
0.175173,0.763530
0.104814,0.587324
0.620386,0.413363
0.211410,0.906505
0.312275,0.188649
0.618103,0.456284
0.511239,0.419400
0.091892,0.165561
0.650643,0.267757
0.675610,0.363558
0.202582,0.885827
0.873502,0.680710
0.019674,0.789391
0.791101,0.465477
0.342977,0.140572
0.234138,0.435001
0.265174,0.404721
0.609871,0.406775
0.526972,0.869160
0.141245,0.796157
0.715720,0.632433
0.638284,0.884602
0.666195,0.888572
0.576926,0.112962
0.716242,0.530580
0.023847,0.845256
0.927174,0.405049
0.763412,0.975635
0.318791,0.499459
0.160982,0.314246
0.281941,0.883523
0.646379,0.927039
0.625384,0.507713
0.936346,0.490900
0.143538,0.637867
0.151744,0.088634
0.399301,0.754278
0.805418,0.496108
0.575542,0.752320
0.197117,0.153094
0.077737,0.221708
0.369548,0.750906
0.200916,0.538208
0.653877,0.738936
0.955008,0.028015
0.617053,0.149827
0.379479,0.570122
0.471027,0.441541
0.894047,0.097907
0.054234,0.852918
0.675986,0.725124
0.287158,0.358154
0.122104,0.827780
0.234908,0.998702
0.506351,0.958459
0.300994,0.263188
0.200169,0.924869
0.413611,0.339093
0.863273,0.266061
0.257152,0.004231
0.575771,0.986199
0.998767,0.956733
0.156325,0.635680
0.024310,0.017384
0.541747,0.010470
0.194077,0.773844
0.207333,0.848241
0.467137,0.278511
0.539211,0.856710
0.686677,0.513717
0.201909,0.495513
0.152264,0.258257
0.424445,0.709586
0.469042,0.977103
0.347677,0.203949
0.782497,0.905752
0.156889,0.871188
0.588846,0.445418
0.078761,0.896467
0.103501,0.289631
0.362226,0.675847
0.242633,0.859230
0.094624,0.874357
0.612480,0.168424
0.977351,0.825008
0.431777,0.138352
0.921004,0.683638
0.833590,0.797140
0.000307,0.418786
0.871848,0.054689
0.685561,0.769181
0.125314,0.080164
0.257925,0.577256
0.777066,0.866018
0.781539,0.096929
0.505293,0.413211
0.586259,0.801532
0.312065,0.722117
0.999084,0.994380
0.882330,0.692757
0.370996,0.422125
0.652998,0.344681
0.582708,0.453780
0.766540,0.099098
0.405638,0.452781
0.596702,0.528237
0.105005,0.897571
0.198679,0.891588
0.202823,0.512437
0.297931,0.289644
0.942866,0.303218
0.754635,0.248073
0.967971,0.017795
0.367149,0.040921
0.743470,0.260815
0.202740,0.487152
0.110768,0.420187
0.373529,0.977698
0.218828,0.864970
0.822332,0.748547
0.692830,0.145294
0.594874,0.755584
0.896143,0.598994
0.292606,0.440885
0.953568,0.171948
0.952086,0.470398
0.608008,0.030831
0.415907,0.515697
0.552512,0.161737
0.077883,0.253154
0.270760,0.459190
0.147871,0.709994
0.655807,0.320337
0.898221,0.967676
0.376672,0.549802
0.083167,0.774938
0.566738,0.620835
0.583749,0.179609
0.226855,0.324414
0.711480,0.481637
0.503626,0.313837
0.379536,0.000744
0.755929,0.362938
0.739048,0.735794
0.241127,0.588048
0.773591,0.570616
0.558594,0.860010
0.722978,0.417952
0.100720,0.660347
0.236300,0.676302
0.182371,0.817306
0.248161,0.132038
0.782193,0.414618
0.374999,0.451049
0.684275,0.305135
0.894061,0.060727
0.909132,0.344942
0.897396,0.589887
0.075515,0.782424
0.602896,0.888658
0.012647,0.520008
0.690660,0.600411
0.684223,0.134070
0.254801,0.466715
0.187545,0.954745
0.447028,0.137581
0.188164,0.157844
0.001842,0.381471
0.776524,0.703486
0.634484,0.968659
0.843420,0.933967
0.373316,0.637360
0.760007,0.619999
0.647691,0.013763
0.225678,0.555160
0.931650,0.948870
0.354891,0.278509
0.470924,0.761516
